id;name;taggings_count;kind
2864;901;1;
2865;tarificación adicional;1;
2866;parkimetros;1;
2867;abusivos;1;
2868;eliminar;1;
2869;desaparecer;1;
2870;abusivo económicamente;1;
2871;estacionar;1;
2872;permiso circulación;1;
2873;impuesto circulación;1;
2874;Responsabilidad corporativa;1;
2875;mascoras;1;
2876;Fuente del Berro. Barrio. Distrito.;1;
2877;Participacion democratica;1;
2878;cuidado;2;
2879;limpieza y medio ambiente.;1;
2880;DecideMadrid;2;
2881;Manuela Carmena;5;
2882;limpiar las calles;1;
2883;autocontrol;1;
2884;basureros;1;
2885;barrer;1;
2886;concienciación;7;
2887;ciudadana;2;
2888;gestores de acontecimientos juveniles;1;
2889;Edificación;3;
2890;histórico;1;
2892;Mejorar Madrid;2;
2893;Policía de barrio;1;
2894;Policía de paisano;1;
2895;peleas;2;
2896;oficios;1;
2898;cicloturismo;1;
2899;Plusvalía;2;
2900;ratio;1;
2901;alumno;1;
2902;profesor;1;
2903;docencia;2;
2904;Religion;1;
2905;Dinero Publico;1;
2906;Espana Laica;1;
2907;Estado Aconfesional;1;
2908;Madrid V.O.;1;
2910;madrid version original;1;
2911;padres;1;
2912;madres;1;
2913;acoso escolar;3;
2914;videovigilancia;1;
2915;Retiro velocidad;1;
2916;NO a las propuestas ESTUPIDAS;1;
2917;10;3;
2918;atención al ciudadano;2;
2919;policía local;1;
2920;ayuntamiento;13;
2921;Ayudas económicas;2;
2922;supermercados;3;
2923;movilidad Fuencarral-El Pardo;1;
2924;insalubridad;1;
2925;salas;2;
2926;luces navideñas;1;
2927;Organización;3;
2928;Puente de Vallecas. Cultura.;1;
2929;zona La Latina-Toledo-Cavas;1;
2930;Vivienda Especial Necesidad.;3;
2931;losada;1;
2932;relojero;1;
2933;movilidad bicimad abono;1;
2934;papeleras;5;
2935;barrenderos;2;
2936;Cirudad Lineal;1;
2937;Arturo Soria;8;
2938;actualización de normativa urbana;1;
2939;Nutrición;1;
2940;Nutricionistas;1;
2941;Dietistas;1;
2942;Obesidad;2;
2943;Desnutrición;1;
2944;zona azul;7;
2945;parquimetro;2;
2946;aparcar;7;
2947;Estacionamiento regulado SER  Zona Ve...;2;
2948;Ayuntamiento de Madrid;2;
2949;Trámites;3;
2950;movilidad aparcamiento;2;
2951;piscina de verano;4;
2952;Ciudad Pegaso;2;
2953;mal olor;2;
2954;Madrid perros gatos calle medios ayuda;2;
2955;bibliotecas;23;
2956;igualdad de condiciones;1;
2961;jubilados;2;
2962;jubilación;1;
2963;obsolescencia programada;1;
2964;optimización;2;
2965;cultura música directo músicos;2;
2966;solidario;1;
2967;medio mbiente;1;
2968;"sanciones; botellón; limpieza";2;
2969;empresas;4;
2970;conciliación vida laboral y familiar;2;
2971;horario flexible;1;
2972;pensionistas;1;
2973;intermodalidad;2;
2974;apertura;1;
2975;reglas de portal;1;
2976;pablo Neruda;1;
2977;iluminacion;6;
2978;Centro de Madrid;2;
2979;educación ciudadana;1;
2980;fusionar;1;
2981;fusionar propuestas;1;
2982;fusionar debates;1;
2983;agrupar propuestas;1;
2984;repetidas;1;
2985;propuestas repetidas;2;
2986;salud prevención promoción sanidad ca...;2;
2987;burka;1;
2988;bici-mad;5;
2989;bici-madrid;2;
2990;lucro;1;
2991;buen gobierno;1;
2992;escalones;1;
2993;obligatoriedad;2;
2994;TTP;2;
2995;sistema tarifario integrado;2;
2996;energías renovables;3;
2997;eficiencia energética;3;
2998;ahorro de energía;2;
2999;paneles solares;5;
3000;"San Blas-Canillejas;";1;
3001;Area canina;3;
3002;apertura bibliotecas sábados;2;
3003;bibliotecas sábados;1;
3004;tragaperras;1;
3005;azar;1;
3006;loteria;2;
3007;alcoholismo;1;
3008;Parque Pradolongo;1;
3009;cubos de basura;2;
3010;urinarios publicos;2;
3011;Empresa municipal de Transportes;1;
3012;carreras populares;3;
3013;empleo ayuntamiento transparencia;1;
3014;Educación sexual;1;
3015;derechos laborales;2;
3016;Empresa Municipal de Transportes (EMT);4;
3017;equidad  infancia familias numerosas ...;1;
3018;pequeña ayuda económica;1;
3019;instalaciones deportivas;196;
3020;avisos Madrid;1;
3021;garabatos;1;
3022;limpiar;2;
3023;muros;1;
3024;DIa de la Hispanidad;1;
3025;Ejército;1;
3026;Colonia Marconi;1;
3027;Empresa Municipal de Transporte;1;
3028;Periódicos de fin de semana;1;
3029;tercera república;1;
3030;Centros culturales;9;
3031;Actividad física;1;
3032;Gympa;1;
3033;morosos;2;
3034;fondos buitre;2;
3035;comunidades de propietarios;1;
3036;especuladores;1;
3037;vecin@s;1;
3038;open data;2;
3039;tratamiento de residuos;1;
3040;inmuebles;1;
3041;espectacular;1;
3042;llamativo;1;
3043;usuarios teleco;1;
3044;usuarios;1;
3045;usuarios telecomunicaciones;1;
3046;60;1;
3047;ministerio;1;
3048;economía comercio consumo;2;
3049;S.O.S STOP SACRIFICIOS DE ANIMALES;1;
3050;derechos sociales - servicios sociale...;2;
3051;integracion;3;
3052;excrementos de perro;1;
3054;dias;1;
3055;NUEVO INSTITUTO EN VICÁLVARO;2;
3056;energia solar.;1;
3058;"Chamartín; volumen y horario de terra...";1;
3059;niños y niñas;3;
3060;zonas infantiles;6;
3061;Bellas Vistas;2;
3062;juegos;8;
3064;ESCUELA TAURINA MADRID;1;
3065;ciudades inteligentes;2;
3066;"tetuan; casas de niños";1;
3067;Equipamiento Urbano;2;
3068;injusticia manifiesta;1;
3069;jardines infantiles;2;
3070;equilibrio;1;
3071;saluda;1;
3072;azul;2;
3074;conectividad;3;
3075;libre;2;
3076;Móvil;4;
3077;Cultura y fiestas San Isidro;1;
3078;Skate   Bmx   Roller   Scooter;1;
3081;limpiesa;1;
3082;valdefuentes;1;
3083;áreas verdes;1;
3084;Dehesa de la Villa;3;
3085;adelanto de la edad de 65 en la tarje...;1;
3086;Área de Deportes Madrid;2;
3087;deportes BICIMAD transporte medio amb...;1;
3088;"Hortaleza;";1;
3089;Bici elpardo;1;
3090;EQUO;2;
3091;Esperanza;3;
3092;EDUCACIÖN;2;
3093;limpieza y estética;1;
3094;contaminacion y atascos;2;
3095;Shoko;1;
3096;Ciudad de Madrid;1;
3097;canes;1;
3098;excrementos;10;
3099;bibiotecas;1;
3100;Respeto y civismo;3;
3101;AIRE PURO ZONA VERDE;1;
3102;limpieza y conservacion;1;
3103;Movilidad y Moncloa Aravaca;1;
3104;públicas;1;
3105;horarios bibliotecas;1;
3106;Vivienda jovenes;1;
3108;ilegalidades;1;
3109;escuela oficial de idiomas;1;
3110;EOI;1;
3111;Fuencarral-Pardo;1;
3112;"deportes;bici;medio ambiente;salud";1;
3113;Aceras para peatones. Medio ambiente.;1;
3114;Hospital Clínico San Carlos;1;
3115;Medio Ambiente y Movilidad;1;
3117;unificar;1;
3118;opinion;1;
3120;congresos;1;
3121;Arroyo Fresno;3;
3122;venta ambulante;2;
3123;actividad economica;1;
3124;desmantelamiento corralas Costanilla ...;1;
3125;movilidad educación;1;
3126;perreras;1;
3127;sacrificios;1;
3128;multa;7;
3129;jovenes;3;
3130;Pitis -Aravaca en 15 minutos;2;
3131;ahorro energético;3;
3132;Fines de Semana;2;
3133;Sostebinilidad;1;
3134;casa campo;4;
3135;luz casa campo;1;
3136;Servicios culturales;1;
3137;servicios al ciudadano;1;
3138;infraestructuras al servicio del ciud...;1;
3139;Guindalera;6;
3140;centros de dia;1;
3141;Zofío;3;
3142;Pradolongo-Almendrales;1;
3143;Moscardó-San Fermín;1;
3144;"sostenibilidad; medios";1;
3145;policia de madrid;1;
3146;cohesión;1;
3147;premios;1;
3148;conciencia ciudadana;1;
3149;rebaja;1;
3150;Gomeznarro;1;
3151;Pilas;1;
3152;medio ambiente perros parque;3;
3153;Argüelles;3;
3154;Plan 18000;1;
3155;folletos publicitarios;1;
3156;"M30; Trafico; Movilidad";1;
3157;Parquímetros en M40;1;
3158;servicios nocturnos;1;
3159;mierda;1;
3160;Derecho a la ciudad;3;
3161;TTIP;1;
3162;"movilidad; M50; elPardo;";1;
3163;letras;1;
3164;discapacidad empleo igualdad oportuni...;1;
3165;Estrella;2;
3166;arcén;1;
3167;oligopolio;1;
3168;energia renovable;2;
3169;"tercera edad; residencias; cuidado de...";1;
3170;"movilidad; Parque del Oeste;";1;
3171;seguridad infantil;1;
3172;conciliacion laboral familiar;1;
3173;la U.V.A;1;
3174;Polígono de las Mercedes;2;
3175;Artistas profesionales;1;
3176;regulado;2;
3177;Cambio horario para perros en parques...;2;
3178;Belen navideño;1;
3179;sustentable;1;
3180;espacio público.;1;
3181;centros salud;1;
3182;Correos;3;
3183;Moratalaz discapacidad;1;
3184;propuesta;8;
3185;apoyos necesarios;1;
3186;apoyos;4;
3187;útil;1;
3188;personas mayores;8;
3189;cultura educación arte teatro bachill...;1;
3190;galgo;1;
3191;perdido;1;
3192;robo;3;
3193;apariencia edificios;2;
3194;Carriles bici;4;
3195;acción social;1;
3196;obra pública;1;
3197;"Belenes; Navidad";1;
3198;aparcacoches;1;
3200;decide.madrid;5;
3201;inteligencia colectiva;2;
3202;democracia deliberativa;1;
3203;votantes;1;
3204;sierra;1;
3205;noroeste;1;
3206;Ordenanzas Municipales;4;
3207;discriminación.;1;
3208;comerciales;1;
3209;gas;1;
3210;domicilio;1;
3211;licencia de venta;1;
3212;tranporte público;1;
3213;Discapacidad.;1;
3214;servicios funerarios;1;
3215;privados;1;
3216;públicos;1;
3217;decesos;1;
3218;pólizas;1;
3219;fallecimiento;1;
3220;Mujeres Igualdad Feminismo Empleo;3;
3221;Perros sueltos;4;
3222;cuotas de autónomos;2;
3223;tributación;1;
3224;autoempleo;3;
3225;sitio web;1;
3228;Ascensores jubilados;1;
3229;jubiladas;1;
3230;Habitabilidad;2;
3231;rodajes;1;
3232;TRU;1;
3233;IVTM;1;
3235;Podemos atletismo ciclismo movilidad;1;
3236;Podemos Movilidad Atletismo ciclismo;1;
3237;Alergia;1;
3238;plátano de sombra;1;
3240;Madrid al completo;1;
3241;marquesinas;2;
3243;foto móvil incidentes;1;
3244;Limpieza y respeto urbano;1;
3245;participación derecho social moratala...;1;
3247;La Iglesia;1;
3248;educación pública;3;
3249;profesores;3;
3250;oposicion;1;
3251;bomberos;2;
3252;Parquímetros hospitales;1;
3253;Colón;3;
3254;limpieza Tetuán alimentación;1;
3255;Chamberí prostitución;1;
3256;falta de respeto escupir;1;
3257;orina;1;
3259;documentación;1;
3260;numerosa;1;
3261;bonificacion;1;
3262;comunidades;2;
3263;Indefensión ante ocupas;1;
3264;Simancas-San Blas-Canillejas;1;
3265;Aparcamiento  Av.América  Prosperidad;1;
3266;participación ocio;2;
3267;estrella ocio tiempo libre;1;
3268;eventos populares;1;
3269;itinerarios alternativos;1;
3270;salida;1;
3271;Telecinco;1;
3272;DERECHOS PERSONAS - DERECHOS ANIMALES;1;
3273;certificados.;2;
3274;impuesto;5;
3275;torros;1;
3276;prohibicion;1;
3277;bicilceta;1;
3278;bolardos;6;
3279;calle de la Palma;1;
3280;economía y medio ambiente.;1;
3281;gestion;1;
3282;Belen;2;
3283;decoracion;1;
3284;propaganda papel prohibir prostitucion;1;
3285;Por un Madrid limpio;2;
3286;educación y respeto;1;
3287;movilidad medios equidad;2;
3288;para todo madrid;1;
3289;Tetuán.derechos animales;1;
3290;bicis derechos usuarios madrileños no...;1;
3291;Tetuán derechos animales;1;
3292;emleo;1;
3293;"Centro;";1;
3294;impagos;1;
3295;moridad;1;
3296;Retiro deporte runners;1;
3297;Madrid de los Austrias;3;
3298;Autobús a las Tablas;1;
3299;transporte púbico;1;
3300;líneas autobús;1;
3301;policia municipal;1;
3302;obras de arte;1;
3303;exposiciones;2;
3304;galerías de arte;1;
3305;INDEFENSIÓN ANTE LA ADMINISTRACIÓN;1;
3306;RECAUDAR ILEGALMENTE;1;
3307;operatividad;1;
3308;Vicálvaro - Valdebernardo;1;
3309;ArgZanzuela;1;
3310;líneas;1;
3311;fortalecimiento de pequeños negocios;1;
3312;educación cívica;1;
3313;Moncloa-Aravaca movilidad zona azul v...;1;
3314;EMVS;4;
3315;conflictividad;1;
3316;caminos;2;
3317;Compromiso ciudadano;1;
3318;voluntarios;4;
3319;donantes;2;
3320;carnet de puntos;1;
3321;abono mensual;1;
3322;propiedad pública;1;
3323;RENTING;1;
3324;LEASING;1;
3325;finanzas públicas;1;
3326;Cerramientos;3;
3327;transporte y movilidad;1;
3328;"educación; educacion emocional en cen...";1;
3329;Enrique;1;
3330;ajedrez;3;
3331;fracaso escolar;2;
3332;Ayuda a refugiados;2;
3333;Gran Vía del Sureste;1;
3334;aviso;1;
3335;Colaboración Social;2;
3336;"Parking; aparcar en madrid";1;
3337;Conde Duque;2;
3339;Fuente del Berro;3;
3340;Guindalera Salamanca;1;
3341;Agentes de Movilidad;1;
3342;talento;1;
3343;IFEMA;1;
3344;Tribunal;2;
3345;Desarroyo internacional de Madrid;1;
3346;Casino de la Reina;1;
3347;Plaza de Agustín Lara;1;
3348;Plaza de la Corrala;1;
3349;SER movilidad;1;
3350;tierno-galvan;6;
3351;La Moraleja;1;
3352;Alcobendas;2;
3353;Metro Madrid;2;
3354;Multas seguridad vial;1;
3355;Jose Martin;1;
3356;automovilismo;1;
3357;trabajar tranquilo;1;
3358;racionalidad;1;
3359;Parque de las Avenidas;2;
3360;Retiro mascotas perros;1;
3363;madrid limpio;5;
3364;Lavapies limpieza;1;
3365;SOLUCIÓN !!!! COLONIA MARCONI;1;
3366;maltrato animal.;1;
3367;PROSTITUCIÓN EN LAS CALLES DE LA COLO...;1;
3368;ZONA RESIDENCIAL;1;
3369;medios de transporte.;1;
3370;envases;6;
3371;Albergue;2;
3372;franquicias;1;
3373;transporte público metro privatizaciones;1;
3374;autopista autovia avda de los Andes I...;1;
3375;derechos sociales inmigración;1;
3376;Medio Ambiente-Mascotas;1;
3377;viaje;1;
3378;T4.;1;
3379;ESTACIÓN DE METRO DE SOL;1;
3380;ocio infantil;2;
3381;Camion basura atascos;1;
3382;valdebevas;1;
3383;servicio especial;1;
3384;padel;1;
3385;patinaje;2;
3386;huerto;3;
3387;descampado;4;
3388;"Familia;derechos sociales";1;
3389;barrio de los puertos;1;
3390;Pornografía;1;
3391;Prensa;1;
3392;pobreza energética;2;
3393;"divorcio; familias monoparentales; ay...";1;
3394;bici bicicleta carril sostenibilidad;1;
3395;empleo.;1;
3396;escuelasdemusica;1;
3397;bajadadetasas;2;
3398;campo de futbol;2;
3400;fiscal;1;
3401;compensacion;1;
3402;cámaras;2;
3403;"cultura; urbanismo; agua";1;
3404;Educación Canina;1;
3405;Cursos de Educación Canina;1;
3406;Área Canina;6;
3407;"San Blas-Canillejas; y en general tod...";1;
3408;PROPUESTA SOBRE POBREZA ENERGETICA;1;
3409;movilidad madrid;1;
3411;caca perros;1;
3412;soluciones;3;
3413;movilidad bici;1;
3414;Animales callejeros;1;
3415;Zonas  SER;1;
3416;Príncipe Pío;1;
3417;ciudad amable;1;
3418;deposiciones;1;
3419;dueños;1;
3420;proyección de Madrid;1;
3421;Aparcamiento Hospitales Policía;1;
3422;"movilidad;chamartin";1;
3423;centros publicos y deportivos;1;
3424;Aparcamientos subterráneos para Resid...;2;
3425;"medio ambiente;basura; suciedad; reco...";1;
3426;Recogida de Basura;2;
3427;Bicismo;1;
3428;"desproporcionalidad; sanción; orinar";1;
3429;Chamberi;13;
3430;Creación de empleo público de utilidad.;1;
3431;bolsa;1;
3432;participación y cultura.;1;
3433;correa;1;
3434;bozal;1;
3435;anti pis;1;
3436;ciudad limpia;2;
3437;sin olores;1;
3438;Monclos-aravaca  SER;1;
3439;tarifa;2;
3440;devolución;1;
3441;parkímetros;1;
3442;centro madrid free;1;
3443;subsidio;1;
3444;desempleado;2;
3445;guias profesionales;1;
3446;serrano;1;
3447;Videojuegos;1;
3448;videojuego;1;
3450;Metropolitan;1;
3451;VPO;2;
3452;SEGURIDAD ANTE UN ACCIDENTE EN LOS TÚ...;1;
3453;alquiler vivienda;2;
3454;alquileres;2;
3455;derecho a un vivienda;2;
3456;"Arganzuela;";2;
3457;"movilidad;";1;
3458;"participación;";3;
3460;Línea 77 EMT;1;
3461;transporte publico.   Puerta de Toledo.;1;
3462;electricos;1;
3463;participación movilidad;1;
3464;hambiente;1;
3465;seguridad y emiergencias;1;
3466;vivienda protegida;3;
3467;cuota justa;1;
3468;abuelos;2;
3469;guarderia;2;
3470;deshacer lo mal hecho;1;
3471;eliminar el tunel de Alfonso XIII;1;
3472;Vivenda;1;
3473;palos de la frontera;2;
3474;mercado de motores;1;
3475;vacaciones;2;
3476;San Blas-Canillejas okupa;1;
3477;Piscinas de verano;1;
3478;CONCILIACION LABORAL CON FAMILIAR;1;
3479;accidentes;8;
3480;semáforo;2;
3481;ExijoAMiPAHrlamento;1;
3482;hospital Ramón y Cajal;4;
3483;Cuatro Caminos;1;
3484;Residencial Metropolitan;1;
3485;excremento perro;1;
3486;Educación perros;1;
3488;multa perros;1;
3489;Nuevos Ministerios;2;
3490;voto;1;
3492;urbanismo   movilidad;3;
3493;movilidad urbanismo;2;
3494;tuberias;1;
3495;cableado;2;
3496;(SANCHINARRO);1;
3497;machismo;2;
3498;subvenciones;18;
3499;atención telefónica;1;
3500;Mejoras funcionalidad.;1;
3501;IMPUESTO VADOS (TASA POR APROVECHAMIE...;1;
3502;VIVIENDAS PARA JOVENES;1;
3503;AHORRO ENERGETICO;1;
3504;teletrabajo;2;
3506;banderolas;1;
3507;Bien de Interés Cultural;2;
3508;BIC;2;
3509;Nuevos barrios;1;
3510;Censo de ADN de animales para control...;1;
3511;`limpieza´;1;
3512;`basuras´;1;
3513;Ensanche;3;
3514;reparación histórica;1;
3515;seguro medico;1;
3516;Carabanchel movilidad;2;
3517;PEATONALIZACION;6;
3518;pobreza;7;
3519;Tetuán vivienda ecología feminismo ig...;1;
3520;ontaminación;1;
3521;bonobus;1;
3522;trasbordos gratis;1;
3523;tenencia responsable perros;1;
3524;Adiestramiento canino;1;
3525;Embargos;2;
3526;Parque Juan Carlos 1;1;
3527;Calle Carretera Boadilla del Monte;1;
3528;Carcavas;1;
3529;VXZaldebebas;1;
3530;Europa Creativa;1;
3531;Fondos Europeos;1;
3532;Contenidos culturales;1;
3533;Emprendimiento.;1;
3534;Madrid Decide;7;
3535;portal;2;
3536;70kmh;1;
3537;bici electrica;1;
3538;nocturnos;2;
3539;"Las Tablas ; acceso a renfe; Fuencarral";2;
3540;salubridad pública;1;
3541;Transporte Público y Alta Contaminación;1;
3542;coche eléctrico;5;
3543;urbanidad;1;
3544;viandantes;2;
3545;calefacción;2;
3546;compartir;4;
3548;Movilidad y Medio Ambiente;2;
3549;Chamartín Ruido Publicidad;1;
3550;expropiacion;1;
3551;expropiacion forzosa;1;
3552;reversion;1;
3553;afeccion;1;
3554;indemnizacion;1;
3555;discapacitados;4;
3556;economía social;2;
3557;desarrollo local;1;
3558;adoquinado;2;
3559;canchas deportivas;2;
3560;asosciaciones;1;
3561;catastro;1;
3564;taxista;1;
3566;diesel;1;
3567;vehiculos;3;
3568;no fumadores;1;
3569;terrorismo;4;
3570;Restricciones de tráfico;1;
3571;Escuelas Infatiles;1;
3572;Educación infantil;2;
3573;Igualdad de oportunidades entre hombr...;1;
3574;transporte abono parado larga duració...;1;
3575;SER residentes;1;
3576;aparcamiento residentes;13;
3578;conducción eficiente;1;
3579;Tetuán    Baños públicos;1;
3580;turismo    iluminacion;1;
3581;"participación; Propestas Ciudadanas;";1;
3582;via pública;1;
3583;inseguridad.;2;
3584;Moratalaz. Parques y Jardines;1;
3585;car2go;7;
3586;ciudaddetodos;1;
3587;calefacción central;1;
3588;repartidores de coates;1;
3590;"contaminación;fase;alerta;aplicación;...";1;
3591;"aparcamiento residentes; remodelación...";1;
3592;Vibrador;1;
3593;Vibración;1;
3594;Ayudas ascensores;1;
3595;paseo de camoens;1;
3596;baloncesto;4;
3597;arguelles;1;
3598;Parkings gratuitos;1;
3599;alquiler vacacional;2;
3600;estado del bienestar;1;
3601;pasatiempo;1;
3602;medio ambiente proteccion animal;2;
3603;Moratalaz movilidad medio ambiente;1;
3604;Educación Conciliación Familia Salud;1;
3605;movilidad discapacidad moratalaz;1;
3606;Galerías Comerciales;1;
3607;Plan de Barrio;1;
3608;cielo;1;
3609;DERECHOS SOLCIALES;1;
3610;Cañada;1;
3611;confianza;1;
3612;pah;1;
3613;Lago-Batan-Campamento-C vientos;1;
3614;"MEDIO AMBIENTE; MOVILIDAD; SEGURIDAD ...";1;
3615;reclamación;1;
3616;coloniajardin;1;
3617;transportepublico;1;
3619;zona sanitaria;1;
3620;aparcamiento hospitales;1;
3621;dialogo;1;
3623;Servicio de estacionamiento regulado SER;9;
3624;Zona de cargadescarga;1;
3625;perros animales pipican cibeles masco...;1;
3626;Conciliacion Familia Niños;1;
3629;"movilidad; ciudad lineal; colonias; a...";1;
3630;padrón;1;
3631;gestiones;2;
3632;Polideportivos deporte actividades en...;1;
3633;movilidad autobuses metro;1;
3634;Polideportivo Palomares;1;
3635;Tenencia de animales;1;
3636;chamartin rotonda tunel concha-espina...;1;
3637;Casa de Campo. Zoo. Parque de Atracci...;1;
3638;Comercio y Sostenibilidad;1;
3639;juzgados;1;
3641;perro adiestrado;1;
3642;apoyo emocional;1;
3643;cabalgata;2;
3644;navideña;1;
3645;navideño;1;
3646;luces;2;
3647;Limpieza gratis;1;
3649;Hora punta;2;
3651;salas de estudio;4;
3652;T61;1;
3653;R-3;1;
3654;M-23;1;
3655;Respeto a peatones;1;
3656;"cultura; usos y costumbres";2;
3657;Sanchinarro calles destrozo arreglar;1;
3658;Ciudad Lineal Educación Colegios;1;
3659;defensor del pueblo;2;
3660;conciliación laboral y familiar;1;
3661;urbanismo sostenible;3;
3662;cacas de canes;1;
3663;patios;5;
3664;escultura;3;
3666;Guardia Civil;1;
3667;Edificios públicos;4;
3668;Seguridady emergencias;1;
3669;El Gallinero;1;
3670;altavoces;2;
3671;skatepark;5;
3672;ámbar;1;
3673;modernización;2;
3675;MKLKJT;1;
3676;EVITEMOS LAS MULTAS DE APARCAMIENTO C...;1;
3677;Valdebernardo;3;
3678;Oferta cultura gratuita;1;
3679;bravo murillo;2;
3680;ocupacion ilegal viviendas;1;
3681;cebra;1;
3682;autobuses nocturnos;3;
3683;escaleras mecanicas;1;
3684;Salud medicina médicos ilegal turnos;1;
3685;contamincación;1;
3686;Vírgen del Cortijo;2;
3687;Limpieza Hortaleza y demás barrios de...;1;
3688;prostitución basura suciedad publicid...;1;
3689;Plan;1;
3690;parque los llanos;1;
3691;Alcaldesa;1;
3692;apoyo;4;
3693;aspecto de la ciudad;1;
3696;dogfriendly;2;
3697;AlfonsoXIII;1;
3698;FP;1;
3699;memoria histórica. Moncloa;1;
3700;Fuencarral-El Pardo Montecarmelo;1;
3701;adultos mayores;1;
3702;hortaleza cultura;1;
3703;seguridad y emergencias.;2;
3704;catalizadores;1;
3705;"Franquismo; crímenes contra la humani...";1;
3706;el espinillo;1;
3707;matrimonio;1;
3708;velocidad excesiva;5;
3709;espacios utilidad pública;1;
3710;polideportivo municipal;1;
3711;Multimedia;1;
3712;Electrónica;2;
3713;Retiro. Antenas de telefonía.;1;
3715;medio ambiente limpieza basura;1;
3717;Protocolo Contaminación;2;
3718;fluidez;3;
3719;big data;1;
3720;movilidad sanchinarro;1;
3722;Estadísticas apoyos;1;
3723;atropello;2;
3724;solana de valdebebas;1;
3725;el encinar de los reyes;2;
3726;UE;1;
3727;sin ingresos;1;
3728;baños públicos;4;
3729;convivencia.;3;
3730;molestia;2;
3731;incomodidad;1;
3732;saturación;1;
3733;transparencia empleo publico;2;
3734;toledo;1;
3735;A la vanguardia;1;
3736;ciudad más actual;1;
3737;ensanche de vallecas Parques Infantiles;1;
3738;nomenclátor;1;
3740;Duplicada;1;
3741;bebé;1;
3742;escenarios;1;
3743;protocolo;1;
3744;compra online abono;1;
3745;salud.;5;
3746;comida;5;
3747;aprovechamiento;1;
3748;Obras indispensables;1;
3749;nomenclatura calles.;1;
3751;movilidad      trafico      M-501    ...;1;
3752;mascotas animales de compañía gatos p...;1;
3756;DKQGWQ;1;
3757;Fortaleza;1;
3758;145;1;
3759;"fraude;parking;aparcamiento";1;
3760;fuentes de Madrid;1;
3761;Neptuno;1;
3762;"movilidad;aparcamientos;trafico";1;
3763;Movilidad y aparcamiento en Chamberí;1;
3764;autonomos;1;
3765;isla chamartín;1;
3766;Dulce Chacón;1;
3767;"medio ambiente; mascotas; animales";1;
3768;Cordura;1;
3769;natacion;1;
3770;contaminacion acustica;2;
3771;Juguetes;1;
3772;medio ambiente villa verde limpieza p...;1;
3773;ampliación horarios;1;
3775;"Infantil;niños;vallecas";1;
3776;"perros;excrementos;civismo;higiene;li...";1;
3777;Deporte y tiempo libre;1;
3778;Zonas de ocio;2;
3779;espacios urbanos;1;
3780;espacios colaborativos.;1;
3781;Oscar yugo palomo;1;
3782;areas caninas;1;
3783;pet friendly;1;
3784;zonas caninas;2;
3785;barrio de la concepcion;1;
3787;concienciación.;1;
3788;paisaje;1;
3789;justiciasocial;1;
3790;Valdemoro;1;
3791;movilidad multas SER pruebas foto coc...;1;
3792;ciudad pegado;2;
3793;plenilunio;2;
3794;giro;1;
3795;sinesio delgado;1;
3796;hospital carlos iii;1;
3797;prohibición;2;
3799;diésel;1;
3800;partículas;1;
3801;partículas en suspensión;1;
3802;Desterrar el diésel;1;
3803;Greenpeace;1;
3804;medio ambiente arganzuela;1;
3805;Mejoras servicios publicos;1;
3806;limpiaza contenedores papel y vidrio;1;
3807;ayudas ascensor;2;
3808;comportamiento;1;
3809;cívico;1;
3810;Ricardo Arroyo Urrutia;1;
3811;valdezarza;6;
3812;autobus nocturno;1;
3813;autobús nocturno;2;
3814;"propuestas"" ""no empadronado";1;
3815;plaga cotorras argentinas;1;
3816;Parque El Capricho;1;
3817;Real Observatorio;1;
3818;reforestación;2;
3819;fijación de carbono;1;
3820;hotaleza;1;
3821;Zona deportiva;1;
3822;Ajardinamiento;41;
3823;Canal de Isabel II;2;
3824;Limpieza Chamberí;1;
3825;Barajas.  Carril bici;1;
3826;Vistas;1;
3827;Rascacielos;4;
3828;nombres de calles;2;
3829;progreso;3;
3830;apolítico;1;
3831;simbología franquista;1;
3832;carril bus;9;
3833;Suciedad calles;1;
3834;Gremio del Taxi de Madrid;1;
3835;WFMKKH;1;
3836;vanguardia;2;
3837;construcciones;1;
3838;viviendas;3;
3839;buses;2;
3840;igualdad.;1;
3841;vivienda.;1;
3842;runners;2;
3843;Cascada;1;
3844;IRPF;1;
3845;seguridad animal;1;
3846;QATFNG;1;
3847;calles de madrid;1;
3848;cambio de nombre;2;
3849;ley de la memoria histórica;1;
3850;árbol;3;
3853;Palacio de Justicia;1;
3854;Circo Mundial Canillas;1;
3857;belenes;1;
3858;concejal;2;
3859;"Hortaleza; Canillas";1;
3860;Motörhead;1;
3861;Lemmy Kilmister;1;
3862;yagüe;1;
3863;salud medio ambiente y seguridad;1;
3864;"Suciedad; Hortaleza";1;
3865;"Vivienda; Urbanismo";1;
3866;ordenación del territorio;1;
3867;autobus linea138;1;
3868;contenedor;3;
3869;aceite;2;
3870;atropellos;3;
3871;San Silvestre Vallecana;1;
3872;San Silvestre Vallekana;1;
3873;Politicos;1;
3874;vestimenta;1;
3875;codigo;1;
3876;Salud ciudadana;1;
3877;afueras de madrid;1;
3878;"Nuevos Nombres Calles de Madrid; Cultura";3;
3880;transportes publicos;1;
3881;información en tiempo real;1;
3882;escaleras mecánicas;1;
3883;estado en que se encuentran;1;
3884;wifi-gratis;2;
3885;DDBXJQ;1;
3886;banca;1;
3887;servicio publico;1;
3888;tasa;1;
3889;cuidados;7;
3890;perinatal;1;
3891;Red Madrid Salud;1;
3892;Artes Escénicas;3;
